OpenROAD v2.0-11432-gead3236e5 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
clock_tree_synthesis -sink_clustering_enable -balance_levels
[INFO CTS-0050] Root buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0051] Sink buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0052] The following clock buffers will be used for CTS:
                    sky130_fd_sc_hd__clkbuf_16
[INFO CTS-0049] Characterization buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0039] Number of created patterns = 4200.
[INFO CTS-0084] Compiling LUT.
Min. len    Max. len    Min. cap    Max. cap    Min. slew   Max. slew
2           8           1           20          1           7           
[WARNING CTS-0043] 560 wires are pure wire and no slew degradation.
TritonCTS forced slew degradation on these wires.
[INFO CTS-0046]     Number of wire segments: 4200.
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4397 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.4000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6596 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2176 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4059 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 1.4000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.3191 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1500 X 0.6000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8456 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7949 X 1.4088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4397 X 1.2956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.0676 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8456 X 1.6000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.3044 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.1353 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2853 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4397 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 0.6000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6257 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9132 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8287 X 0.9912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.6522 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4397 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.9640 X 1.3912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7779 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2853 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.2853 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8625 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7779 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4059 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4397 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 0.6000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.2956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 1.1305 X 1.3912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9132 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1162 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7103 X 1.2956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 1.2956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 1.0088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.3868 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.4059 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8287 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.3044 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1838 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.9978 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 1.3912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5412 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.4088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7779 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0485 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 2 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2029 X 0.7044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8118 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.3191 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7779 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7272 X 1.4088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.1353 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8963 X 1.3912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6088 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.3044 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.1500 X 0.8000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9132 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 0.9044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.6184 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7949 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.9301 X 1.4088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7103 X 1.0956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.6596 X 1.0088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.7949 X 1.3912
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Horizontal
    Sinks per sub-region: 4
    Sub-region size: 0.8456 X 1.0088
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.9809 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5074 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 1.1044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7441 X 1.3044
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 1.0147 X 0.6956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6765 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Out of 8 sinks, 1 sinks closer to other cluster.
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8118 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.8794 X 0.8956
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.5750 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.2706 X 1.0000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.6426 X 1.2000
    Key: 4284 inSlew: 1 inCap: 1 outSlew: 2 load: 1 length: 1 delay: 1
 Level 1
    Direction: Vertical
    Sinks per sub-region: 4
    Sub-region size: 0.7103 X 0.9044
